customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,owns_car,tenure,Age,Age Group,address,postcode,state,country,property_valuation,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfm_score,customer_segment,segment_rank,name,total_sales
994,Rhetta,Kupker,Female,62,1977-11-14,Librarian,Entertainment,Affluent Customer,Yes,5.0,40.0,40-49,64211 Laurel Alley,3141.0,VIC,Australia,10.0,42,5,2069.6400000000003,3,2,2,322,Late Bloomer,6,Rhetta Kupker,3901.01
995,Urbano,Mews,Male,16,1965-11-12,Information Systems Manager,Health,Mass Customer,Yes,19.0,52.0,50-59,31369 Meadow Valley Road,4034.0,QLD,Australia,5.0,11,7,6764.67,4,3,4,434,Very Loyal,2,Urbano Mews,9379.039999999999
996,Aura,Bemlott,Unknown,67,,Assistant Manager,IT,Mass Customer,Yes,,,,8298 Texas Alley,2194.0,NSW,Australia,10.0,63,6,4803.1,2,2,4,224,Losing Customer,7,Aura Bemlott,7713.16
997,Ambros,Kernes,Male,30,1981-07-03,Teacher,Telecommunications,Mass Customer,Yes,13.0,36.0,30-39,1 Continental Center,2146.0,NSW,Australia,9.0,59,7,2923.2899999999995,2,3,3,233,Losing Customer,7,Ambros Kernes,6397.73
998,Petunia,Dufton,Female,66,1965-12-13,Speech Pathologist,Manufacturing,Affluent Customer,Yes,5.0,52.0,50-59,0465 Melrose Alley,2768.0,NSW,Australia,9.0,321,2,585.45,1,1,1,111,Lost Customer,11,Petunia Dufton,1565.5500000000002
999,Dido,Leyburn,Female,12,1988-04-10,Recruiting Manager,Unknown,High Net Worth,No,4.0,30.0,30-39,5357 Mcguire Plaza,3073.0,VIC,Australia,9.0,54,10,8611.949999999999,2,4,4,244,Losing Customer,7,Dido Leyburn,14662.14
1000,Paulie,Castelot,Female,44,1978-08-07,Compensation Analyst,Financial Services,Mass Customer,No,11.0,39.0,30-39,4757 Texas Trail,3136.0,VIC,Australia,9.0,0,9,5383.48,4,4,4,444,Platinum Customer,1,Paulie Castelot,10183.7
1001,Finley,Vost,Male,63,1979-08-27,Recruiter,Retail,Mass Customer,No,14.0,38.0,30-39,27 Sunfield Center,4869.0,QLD,Australia,3.0,42,7,2884.19,3,3,3,333,Potential Customer,5,Finley Vost,6233.51
1002,Pacorro,De Clairmont,Male,65,1978-08-30,Business Systems Development Analyst,Unknown,Mass Customer,Yes,18.0,39.0,30-39,656 Bartelt Parkway,3127.0,VIC,Australia,12.0,155,4,2254.56,1,1,2,112,Evasive Customer,10,Pacorro De Clairmont,5038.32
1003,Mariann,O'Geaney,Female,35,1968-02-03,Paralegal,Financial Services,High Net Worth,No,18.0,50.0,50-59,610 Lakewood Gardens Point,4078.0,QLD,Australia,7.0,47,9,5300.38,2,4,4,244,Losing Customer,7,Mariann O'Geaney,9111.19
1004,Colas,Pumfrett,Male,35,1975-07-09,Business Systems Development Analyst,IT,High Net Worth,No,22.0,42.0,40-49,61 Lukken Plaza,3182.0,VIC,Australia,6.0,203,6,3600.94,1,2,3,123,Evasive Customer,10,Colas Pumfrett,8437.87
1005,Kalila,Birtwistle,Female,94,1967-09-15,Design Engineer,IT,High Net Worth,Yes,8.0,50.0,50-59,67 Holmberg Way,2165.0,NSW,Australia,9.0,159,5,4365.25,1,2,4,124,Almost Lost Customer,9,Kalila Birtwistle,7863.76
1006,Norbert,Gotcher,Male,15,1977-08-10,Quality Control Specialist,Telecommunications,Affluent Customer,Yes,19.0,40.0,40-49,3383 Fair Oaks Circle,3046.0,VIC,Australia,8.0,37,8,4687.53,3,4,4,344,Recent Customer,4,Norbert Gotcher,9481.25
1007,Cord,Warriner,Male,58,1996-06-08,Unknown,Retail,Mass Customer,No,5.0,22.0,20-29,2 Vermont Avenue,2066.0,NSW,Australia,12.0,20,7,3601.96,3,3,3,333,Potential Customer,5,Cord Warriner,8532.46
1008,Lorry,Booley,Female,47,1975-11-10,Teacher,Unknown,Mass Customer,No,21.0,42.0,40-49,486 Atwood Pass,2065.0,NSW,Australia,12.0,17,4,2523.5299999999997,4,1,2,412,Recent Customer,4,Lorry Booley,5409.6900000000005
1009,Nolie,Orring,Female,16,1957-05-09,Research Associate,Manufacturing,High Net Worth,Yes,13.0,61.0,60-69,05 Loftsgordon Pass,4380.0,QLD,Australia,9.0,54,5,2385.0099999999998,2,2,2,222,High Risk Customer,8,Nolie Orring,5787.36
1010,Leighton,Ebbles,Male,24,1963-01-26,Nurse,Financial Services,Affluent Customer,No,17.0,55.0,50-59,570 Butternut Pass,2340.0,NSW,Australia,4.0,126,4,386.36,1,1,1,111,Lost Customer,11,Leighton Ebbles,2816.75
1011,Cymbre,Janos,Female,42,1985-07-19,Occupational Therapist,Health,High Net Worth,Yes,10.0,32.0,30-39,63 Grayhawk Pass,2769.0,NSW,Australia,9.0,242,3,1399.44,1,1,1,111,Lost Customer,11,Cymbre Janos,3940.1800000000003
1012,Anna-diane,Preddle,Female,20,1955-05-20,Software Test Engineer III,Unknown,High Net Worth,Yes,11.0,63.0,60-69,44594 5th Street,4220.0,QLD,Australia,9.0,9,4,2704.3900000000003,4,1,2,412,Recent Customer,4,Anna-diane Preddle,5094.62
1013,Corissa,Zienkiewicz,Female,53,1976-09-06,Physical Therapy Assistant,Retail,High Net Worth,No,17.0,41.0,40-49,495 Elmside Drive,2179.0,NSW,Australia,8.0,95,6,2463.79,1,2,2,122,Evasive Customer,10,Corissa Zienkiewicz,7207.57
1014,Miller,Faloon,Male,60,1960-10-14,Senior Developer,Property,Mass Customer,Yes,8.0,57.0,50-59,9 Macpherson Avenue,2527.0,NSW,Australia,8.0,4,7,3933.79,4,3,3,433,Very Loyal,2,Miller Faloon,6269.75
1015,Toiboid,Sorrel,Male,7,1955-04-01,Web Developer I,Health,Mass Customer,No,17.0,63.0,60-69,738 Division Street,3024.0,VIC,Australia,8.0,26,6,2136.87,3,2,2,322,Late Bloomer,6,Toiboid Sorrel,7096.79
1016,Adrian,Prettyjohns,Male,0,1959-08-12,Legal Assistant,IT,Mass Customer,Yes,17.0,58.0,50-59,5 Sheridan Circle,3934.0,VIC,Australia,11.0,66,6,1087.02,2,2,1,221,High Risk Customer,8,Adrian Prettyjohns,5697.8
1017,Jacquenette,Pluthero,Female,88,1979-01-09,Assistant Media Planner,Entertainment,High Net Worth,No,16.0,39.0,30-39,42 Lunder Drive,2027.0,NSW,Australia,11.0,226,3,2858.8900000000003,1,1,3,113,Evasive Customer,10,Jacquenette Pluthero,5234.68
1018,Matthiew,Ferreras,Male,1,1994-11-27,Help Desk Operator,Manufacturing,Mass Customer,Yes,7.0,23.0,20-29,3 Hayes Court,3109.0,VIC,Australia,10.0,26,5,2497.8,3,2,2,322,Late Bloomer,6,Matthiew Ferreras,6164.88
1019,Ignazio,Milby,Male,42,1973-11-19,Human Resources Assistant II,Manufacturing,Mass Customer,Yes,14.0,44.0,40-49,711 Sachtjen Point,2540.0,NSW,Australia,8.0,42,4,2340.4300000000003,3,1,2,312,Late Bloomer,6,Ignazio Milby,4653.39
1020,Natala,Thorndale,Female,29,1975-11-10,Unknown,IT,Affluent Customer,No,13.0,42.0,40-49,16395 Nevada Lane,2145.0,NSW,Australia,10.0,89,4,1531.9,1,1,1,111,Lost Customer,11,Natala Thorndale,4075.21
1021,Elvis,Rixon,Male,16,1977-10-02,Mechanical Systems Engineer,Retail,High Net Worth,No,7.0,40.0,40-49,0996 Cody Terrace,2761.0,NSW,Australia,8.0,28,8,5048.26,3,4,4,344,Recent Customer,4,Elvis Rixon,9624.45
1022,Suzann,Wilks,Female,56,1990-03-04,Assistant Manager,Financial Services,Affluent Customer,Yes,14.0,28.0,20-29,80424 Corben Alley,2136.0,NSW,Australia,10.0,83,5,6444.49,2,2,4,224,Losing Customer,7,Suzann Wilks,8161.4
1023,Iseabal,Fullbrook,Female,16,1991-07-23,Unknown,Financial Services,Affluent Customer,Yes,6.0,26.0,20-29,37208 Golf View Terrace,2145.0,NSW,Australia,8.0,125,2,492.64999999999986,1,1,1,111,Lost Customer,11,Iseabal Fullbrook,1579.3899999999999
1024,Rhodia,D'Onise,Female,17,1992-06-05,Social Worker,Health,High Net Worth,Yes,2.0,26.0,20-29,1128 Golden Leaf Center,3124.0,VIC,Australia,9.0,34,8,4560.5599999999995,3,4,4,344,Recent Customer,4,Rhodia D'Onise,9592.029999999999
1025,Ario,Jeromson,Male,69,1997-07-30,Quality Engineer,IT,Mass Customer,Yes,5.0,20.0,20-29,4885 Stone Corner Alley,3046.0,VIC,Australia,8.0,60,8,1800.12,2,4,1,241,Losing Customer,7,Ario Jeromson,8141.29
1026,Vernon,Hakking,Male,66,1994-07-29,Unknown,Financial Services,Affluent Customer,No,4.0,23.0,20-29,66 Hudson Crossing,2153.0,NSW,Australia,10.0,29,7,1313.78,3,3,1,331,Potential Customer,5,Vernon Hakking,5413.76
1027,Rolando,Sherewood,Male,33,1966-10-07,Statistician I,Financial Services,Affluent Customer,No,18.0,51.0,50-59,5287 Wayridge Alley,2069.0,NSW,Australia,12.0,24,6,1449.4399999999998,3,2,1,321,Late Bloomer,6,Rolando Sherewood,6580.15
1028,Thorn,Torfin,Male,10,1999-08-11,Project Manager,Unknown,High Net Worth,No,1.0,18.0,Under 20,15393 Cody Lane,2046.0,NSW,Australia,9.0,8,7,7562.68,4,3,4,434,Very Loyal,2,Thorn Torfin,12001.41
1029,Forbes,Londors,Male,71,1997-02-15,VP Sales,Unknown,Mass Customer,No,4.0,21.0,20-29,1 Mcbride Center,2484.0,NSW,Australia,6.0,30,6,3660.06,3,2,3,323,Potential Customer,5,Forbes Londors,6223.08
1030,Nariko,Dummigan,Female,9,1962-05-05,Food Chemist,Health,Mass Customer,No,5.0,56.0,50-59,4870 Shelley Alley,3225.0,VIC,Australia,7.0,39,8,4698.6,3,4,4,344,Recent Customer,4,Nariko Dummigan,10951.8
1031,Roi,Ogden,Male,75,1983-09-15,Junior Executive,Manufacturing,Mass Customer,No,6.0,34.0,30-39,65634 Del Mar Crossing,4053.0,QLD,Australia,7.0,46,2,1320.52,2,1,1,211,Almost Lost Customer,9,Roi Ogden,1994.54
1032,Maribelle,Werndly,Female,36,1978-07-18,Executive Secretary,Unknown,Mass Customer,Yes,18.0,39.0,30-39,8572 Melvin Drive,3145.0,VIC,Australia,11.0,30,8,3191.12,3,4,3,343,Potential Customer,5,Maribelle Werndly,6902.84
1033,Jacob,Claringbold,Male,70,1995-01-06,Unknown,Unknown,Affluent Customer,Yes,3.0,23.0,20-29,5549 Bay Point,4068.0,QLD,Australia,9.0,14,9,8220.05,4,4,4,444,Platinum Customer,1,Jacob Claringbold,12744.87
1034,Denney,Cretney,Male,16,1976-05-12,Unknown,Unknown,High Net Worth,Yes,3.0,42.0,40-49,9 Forest Circle,2324.0,NSW,Australia,3.0,104,2,1033.56,1,1,1,111,Lost Customer,11,Denney Cretney,1819.46
1035,Kara-lynn,Doddridge,Female,77,1976-11-02,Operator,Retail,Affluent Customer,Yes,5.0,41.0,40-49,6 Kedzie Hill,2214.0,NSW,Australia,9.0,13,3,485.4600000000001,4,1,1,411,Recent Customer,4,Kara-lynn Doddridge,1327.0600000000002
1036,Randene,Ingle,Female,6,1969-11-28,Paralegal,Financial Services,Mass Customer,Yes,12.0,48.0,40-49,60601 Hoffman Court,2041.0,NSW,Australia,12.0,162,5,3787.0,1,2,3,123,Evasive Customer,10,Randene Ingle,7125.26
1037,Sissie,Rielly,Female,95,1956-08-08,Human Resources Assistant II,Financial Services,Mass Customer,No,10.0,61.0,60-69,1715 Scoville Drive,2031.0,NSW,Australia,11.0,73,7,2257.88,2,3,2,232,Losing Customer,7,Sissie Rielly,6689.55
1038,Fraser,Acome,Unknown,57,,Engineer I,Manufacturing,Mass Customer,Yes,,,,85 Laurel Trail,3809.0,VIC,Australia,6.0,12,4,2079.2,4,1,2,412,Recent Customer,4,Fraser Acome,6144.11
1039,Nona,Diamant,Female,24,1975-03-14,Unknown,Unknown,High Net Worth,Yes,15.0,43.0,40-49,3082 Almo Center,2454.0,NSW,Australia,4.0,52,7,5258.999999999999,2,3,4,234,Losing Customer,7,Nona Diamant,9522.77
1040,Jacenta,Wedlock,Female,78,1975-03-04,Food Chemist,Health,High Net Worth,No,9.0,43.0,40-49,27135 Melvin Plaza,4556.0,QLD,Australia,8.0,161,4,1768.4300000000003,1,1,1,111,Lost Customer,11,Jacenta Wedlock,4072.65
1041,Free,Bonniface,Male,95,1959-05-25,Unknown,Property,Affluent Customer,No,15.0,59.0,50-59,40 Kinsman Pass,2065.0,NSW,Australia,10.0,20,4,2292.5099999999998,3,1,2,312,Late Bloomer,6,Free Bonniface,4271.03
1042,Isacco,Woodwind,Male,0,1976-01-14,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,11.0,42.0,40-49,094 Green Road,2216.0,NSW,Australia,11.0,35,3,2771.37,3,1,2,312,Late Bloomer,6,Isacco Woodwind,4585.77
1043,Giorgi,Hurford,Male,34,1986-10-20,Sales Associate,Financial Services,Mass Customer,Yes,16.0,31.0,30-39,91 Spohn Plaza,4573.0,QLD,Australia,7.0,130,9,5718.21,1,4,4,144,Almost Lost Customer,9,Giorgi Hurford,13023.58
1044,Frederico,Whilder,Unknown,4,,Food Chemist,Health,High Net Worth,No,,,,5 Jana Drive,4570.0,QLD,Australia,1.0,112,5,2205.2700000000004,1,2,2,122,Evasive Customer,10,Frederico Whilder,4616.29
1045,Aeriel,Everest,Female,88,1986-05-08,Unknown,Financial Services,Mass Customer,Yes,19.0,32.0,30-39,201 Pepper Wood Avenue,2154.0,NSW,Australia,11.0,113,3,2038.58,1,1,2,112,Evasive Customer,10,Aeriel Everest,4405.6
1046,Shir,Clevely,Female,0,1955-07-23,Budget/Accounting Analyst II,Unknown,Affluent Customer,No,11.0,62.0,60-69,4408 Haas Way,2171.0,NSW,Australia,9.0,52,5,1985.1000000000001,2,2,2,222,High Risk Customer,8,Shir Clevely,3846.1
1047,Standford,Tanswill,Male,39,1978-09-03,VP Accounting,Financial Services,Affluent Customer,No,11.0,39.0,30-39,6 Pawling Trail,2871.0,NSW,Australia,7.0,57,8,2213.9300000000003,2,4,2,242,Losing Customer,7,Standford Tanswill,6874.87
1048,Braden,Lamming,Male,99,1976-06-08,Internal Auditor,Unknown,Affluent Customer,No,15.0,42.0,40-49,31111 Hoepker Road,3034.0,VIC,Australia,9.0,133,6,1600.6699999999998,1,2,1,121,Evasive Customer,10,Braden Lamming,4864.99
1049,Fraser,Gaenor,Male,35,1996-03-02,Software Consultant,Property,Mass Customer,No,2.0,22.0,20-29,79 Lighthouse Bay Lane,3082.0,VIC,Australia,8.0,32,10,4486.320000000001,3,4,4,344,Recent Customer,4,Fraser Gaenor,11130.050000000001
1050,Marjie,Ghion,Female,7,1973-07-29,Software Consultant,Telecommunications,Mass Customer,Yes,15.0,44.0,40-49,2354 Forster Road,2131.0,NSW,Australia,11.0,26,6,2535.63,3,2,2,322,Late Bloomer,6,Marjie Ghion,4722.12
1051,Xylia,Lange,Female,34,1977-09-29,Help Desk Technician,Property,High Net Worth,Yes,14.0,40.0,40-49,5271 Vernon Court,3207.0,VIC,Australia,10.0,179,5,1294.6899999999998,1,2,1,121,Evasive Customer,10,Xylia Lange,4878.8099999999995
1052,Dela,Flannigan,Female,31,1986-02-02,Junior Executive,Financial Services,High Net Worth,No,3.0,32.0,30-39,06 Declaration Hill,3184.0,VIC,Australia,11.0,0,6,3260.3199999999997,4,2,3,423,Becoming Loyal,3,Dela Flannigan,8478.41
1053,Davon,Stanyland,Male,98,1962-05-20,Unknown,Manufacturing,Mass Customer,Yes,8.0,56.0,50-59,07716 5th Alley,2250.0,NSW,Australia,5.0,139,3,1566.26,1,1,1,111,Lost Customer,11,Davon Stanyland,3482.79
1054,Natal,Matiewe,Male,27,1983-08-09,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,13.0,34.0,30-39,10 Pennsylvania Hill,2118.0,NSW,Australia,11.0,5,8,3406.16,4,4,3,443,Very Loyal,2,Natal Matiewe,8433.75
1055,Danell,Rose,Female,30,1988-06-08,Data Coordiator,Manufacturing,Mass Customer,No,12.0,30.0,30-39,2330 Huxley Crossing,2570.0,NSW,Australia,10.0,206,2,343.24,1,1,1,111,Lost Customer,11,Danell Rose,924.06
1056,Kendricks,Markel,Male,96,1966-12-18,Software Test Engineer IV,Manufacturing,Affluent Customer,No,6.0,51.0,50-59,5811 Hanson Lane,2260.0,NSW,Australia,7.0,24,7,3954.42,3,3,3,333,Potential Customer,5,Kendricks Markel,7920.27
1057,Laryssa,Durdle,Female,73,1969-04-06,Registered Nurse,Health,Mass Customer,No,5.0,49.0,40-49,7 Main Crossing,2065.0,NSW,Australia,12.0,48,4,3130.44,2,1,3,213,High Risk Customer,8,Laryssa Durdle,5663.77
1058,Gretel,Gionettitti,Female,37,1987-10-24,Research Assistant IV,Retail,Affluent Customer,Yes,4.0,30.0,30-39,682 Spenser Plaza,3977.0,VIC,Australia,6.0,116,3,759.5700000000002,1,1,1,111,Lost Customer,11,Gretel Gionettitti,2308.7200000000003
1059,Chantal,Plante,Female,68,1968-02-16,Account Representative III,Entertainment,High Net Worth,Yes,6.0,50.0,50-59,1149 Riverside Parkway,2016.0,NSW,Australia,11.0,22,2,1618.8300000000002,3,1,1,311,Late Bloomer,6,Chantal Plante,2449.81
1060,Vanda,Boadby,Female,88,1961-11-23,Associate Professor,Argiculture,Affluent Customer,Yes,13.0,56.0,50-59,1176 Pine View Lane,2112.0,NSW,Australia,11.0,187,6,2475.2799999999997,1,2,2,122,Evasive Customer,10,Vanda Boadby,9606.77
1061,Anderson,,Male,34,1988-11-07,Speech Pathologist,Financial Services,Mass Customer,No,19.0,29.0,20-29,22 Sachtjen Avenue,2137.0,NSW,Australia,12.0,24,6,1137.94,3,2,1,321,Late Bloomer,6,Anderson,4056.76
1062,Tish,Mowett,Female,32,1975-09-28,Junior Executive,Unknown,Mass Customer,No,14.0,42.0,40-49,6 Pankratz Crossing,2228.0,NSW,Australia,11.0,2,6,4450.85,4,2,4,424,Becoming Loyal,3,Tish Mowett,7619.47
1063,Terrence,Geck,Male,22,1987-03-01,Actuary,Financial Services,Affluent Customer,Yes,13.0,31.0,30-39,6988 Acker Crossing,2217.0,NSW,Australia,10.0,46,6,3112.69,2,2,3,223,High Risk Customer,8,Terrence Geck,5833.22
1064,Thornie,Andrusov,Male,3,1977-06-13,Librarian,Entertainment,Affluent Customer,Yes,8.0,41.0,40-49,9993 Mccormick Street,2223.0,NSW,Australia,8.0,139,3,1398.3999999999999,1,1,1,111,Lost Customer,11,Thornie Andrusov,5404.67
1065,Chilton,Ghirigori,Male,8,1962-06-27,Quality Engineer,Financial Services,Mass Customer,Yes,8.0,56.0,50-59,7 Holmberg Circle,2018.0,NSW,Australia,9.0,79,6,2753.32,2,2,2,222,High Risk Customer,8,Chilton Ghirigori,4709.66
1066,Hailey,Ricciardi,Male,45,1995-10-06,Recruiter,Telecommunications,High Net Worth,No,12.0,22.0,20-29,7 Village Green Circle,3109.0,VIC,Australia,10.0,166,3,1396.98,1,1,1,111,Lost Customer,11,Hailey Ricciardi,2637.5299999999997
1067,Berri,Cotillard,Female,13,1965-05-17,Engineer IV,Financial Services,Mass Customer,Yes,13.0,53.0,50-59,4044 Tennessee Parkway,2315.0,NSW,Australia,9.0,232,2,741.97,1,1,1,111,Lost Customer,11,Berri Cotillard,1854.93
1068,Frazer,Searston,Male,5,1995-03-21,Unknown,Health,Mass Customer,Yes,3.0,23.0,20-29,4297 Emmet Lane,2170.0,NSW,Australia,8.0,4,14,4841.71,4,4,4,444,Platinum Customer,1,Frazer Searston,14254.55
1069,Reese,Titterington,Male,85,1976-04-15,Web Designer I,Telecommunications,Mass Customer,No,15.0,42.0,40-49,6 Sycamore Drive,4053.0,QLD,Australia,7.0,204,5,1982.69,1,2,2,122,Evasive Customer,10,Reese Titterington,6910.5
1070,Albert,Gomery,Male,5,1995-06-04,Account Representative IV,Unknown,Mass Customer,No,1.0,23.0,20-29,6 Barby Road,4300.0,QLD,Australia,4.0,0,4,3559.49,4,1,3,413,Recent Customer,4,Albert Gomery,5754.66
1071,Chrisy,Miranda,Male,68,1986-12-29,Unknown,Retail,High Net Worth,No,1.0,31.0,30-39,37495 Summerview Park,2619.0,NSW,Australia,7.0,39,6,3359.09,3,2,3,323,Potential Customer,5,Chrisy Miranda,7958.68
1072,Curt,Petrello,Male,60,1957-06-01,Senior Cost Accountant,Financial Services,High Net Worth,Yes,8.0,61.0,60-69,3 Center Crossing,2452.0,NSW,Australia,3.0,46,3,2102.32,2,1,2,212,High Risk Customer,8,Curt Petrello,3697.58
1073,Elbertina,Donne,Female,77,1980-02-25,Associate Professor,Unknown,Affluent Customer,Yes,7.0,38.0,30-39,19386 Burrows Way,2229.0,NSW,Australia,10.0,17,6,2723.99,4,2,2,422,Becoming Loyal,3,Elbertina Donne,6454.889999999999
1074,Griswold,Juett,Male,43,1974-07-14,Accounting Assistant IV,Unknown,High Net Worth,Yes,18.0,43.0,40-49,4 Quincy Trail,2800.0,NSW,Australia,3.0,16,8,4053.6800000000003,4,4,3,443,Very Loyal,2,Griswold Juett,9370.01
1075,Cullin,Elcoate,Male,26,1967-07-25,Administrative Officer,Manufacturing,High Net Worth,No,7.0,50.0,50-59,69881 Westport Parkway,2880.0,NSW,Australia,1.0,67,7,2242.12,2,3,2,232,Losing Customer,7,Cullin Elcoate,6623.97
1076,Siegfried,Trattles,Male,33,2000-06-06,Pharmacist,Health,Affluent Customer,No,2.0,18.0,Under 20,44 Ramsey Road,2515.0,NSW,Australia,9.0,9,12,8104.54,4,4,4,444,Platinum Customer,1,Siegfried Trattles,14390.1
1077,Sheba,Este,Female,8,1955-10-11,Unknown,Telecommunications,Mass Customer,Yes,18.0,62.0,60-69,12764 Raven Plaza,4020.0,QLD,Australia,7.0,5,6,1658.4500000000003,4,2,1,421,Becoming Loyal,3,Sheba Este,6570.4400000000005
1078,Abe,Pilley,Male,69,1976-06-05,Executive Secretary,Manufacturing,Mass Customer,No,20.0,42.0,40-49,356 Petterle Way,2193.0,NSW,Australia,9.0,18,6,899.97,3,2,1,321,Late Bloomer,6,Abe Pilley,5117.1
1079,Dennie,L' Anglois,Male,70,1978-01-03,Nurse Practicioner,Manufacturing,Mass Customer,No,18.0,40.0,40-49,2827 Fallview Lane,2064.0,NSW,Australia,9.0,17,4,2306.99,4,1,2,412,Recent Customer,4,Dennie L' Anglois,3829.1099999999997
1080,Monah,Talbot,Female,70,1999-12-26,Speech Pathologist,Property,Mass Customer,Yes,2.0,18.0,Under 20,7 Del Sol Road,4220.0,QLD,Australia,9.0,47,3,1857.6200000000001,2,1,2,212,High Risk Customer,8,Monah Talbot,3133.43
1081,Marga,Cradduck,Female,25,1985-10-21,Social Worker,Health,Mass Customer,No,16.0,32.0,30-39,05415 Basil Junction,2450.0,NSW,Australia,8.0,11,5,3227.89,4,2,3,423,Becoming Loyal,3,Marga Cradduck,6119.719999999999
1082,Guinevere,Kelby,Unknown,90,,Financial Analyst,Financial Services,Mass Customer,Yes,,,,09 Warbler Court,4152.0,QLD,Australia,9.0,47,5,2832.7000000000003,2,2,2,222,High Risk Customer,8,Guinevere Kelby,4492.05
1083,Chadd,Fowlds,Male,46,1996-08-07,VP Product Management,Unknown,Affluent Customer,No,1.0,21.0,20-29,847 David Hill,4035.0,QLD,Australia,8.0,266,2,880.99,1,1,1,111,Lost Customer,11,Chadd Fowlds,2418.19
1084,Serena,Jagson,Female,54,1994-05-18,Accounting Assistant I,Retail,Affluent Customer,No,8.0,24.0,20-29,24596 Hoepker Avenue,2322.0,NSW,Australia,4.0,4,10,6522.830000000001,4,4,4,444,Platinum Customer,1,Serena Jagson,11206.14
1085,Lucho,Strafen,Male,4,1975-09-12,Internal Auditor,Health,Mass Customer,No,8.0,42.0,40-49,75 Mesta Hill,4509.0,QLD,Australia,7.0,64,4,1081.65,2,1,1,211,Almost Lost Customer,9,Lucho Strafen,2487.7000000000003
1086,Ezechiel,Parnall,Male,84,1989-06-21,Statistician IV,Property,Mass Customer,Yes,4.0,29.0,20-29,7258 Mandrake Terrace,3138.0,VIC,Australia,9.0,13,9,4705.65,4,4,4,444,Platinum Customer,1,Ezechiel Parnall,8640.220000000001
1087,Lian,Madrell,Female,39,1979-09-18,Financial Analyst,Financial Services,Mass Customer,Yes,8.0,38.0,30-39,84741 Scoville Terrace,3029.0,VIC,Australia,5.0,14,3,1521.5700000000002,4,1,1,411,Recent Customer,4,Lian Madrell,3535.79
1088,Andy,Polgreen,Female,19,1989-07-21,Design Engineer,Unknown,High Net Worth,Yes,3.0,28.0,20-29,04328 Rowland Plaza,3441.0,VIC,Australia,9.0,13,6,3595.3199999999997,4,2,3,423,Becoming Loyal,3,Andy Polgreen,6230.39
1089,Korney,Hess,Female,90,1988-09-17,Product Engineer,Property,Affluent Customer,No,12.0,29.0,20-29,332 Maywood Crossing,3136.0,VIC,Australia,9.0,151,7,2349.29,1,3,2,132,Almost Lost Customer,9,Korney Hess,6202.85
1090,Lorettalorna,,Female,15,1975-07-15,Computer Systems Analyst II,Telecommunications,Affluent Customer,No,17.0,42.0,40-49,6026 Graceland Crossing,2121.0,NSW,Australia,11.0,71,7,1529.0100000000002,2,3,1,231,Losing Customer,7,Lorettalorna,5882.43
1091,Keith,Housden,Male,19,1980-04-15,Unknown,Health,Mass Customer,No,15.0,38.0,30-39,0 Fremont Court,3023.0,VIC,Australia,7.0,4,11,4183.81,4,4,4,444,Platinum Customer,1,Keith Housden,10303.810000000001
1092,Katlin,Creddon,Female,56,1935-08-22,VP Quality Control,Retail,Mass Customer,No,5.0,82.0,80+,5515 Artisan Center,3337.0,VIC,Australia,3.0,202,5,1245.27,1,2,1,121,Evasive Customer,10,Katlin Creddon,4893.719999999999
1093,Clarita,Penright,Female,63,1996-09-13,Business Systems Development Analyst,Unknown,Affluent Customer,No,5.0,21.0,20-29,0 Nevada Pass,2216.0,NSW,Australia,10.0,99,9,7159.69,1,4,4,144,Almost Lost Customer,9,Clarita Penright,12492.4
1094,Shaughn,Salters,Male,48,1975-12-27,Dental Hygienist,Health,High Net Worth,No,19.0,42.0,40-49,06 Heffernan Junction,4074.0,QLD,Australia,7.0,43,7,3632.3,3,3,3,333,Potential Customer,5,Shaughn Salters,7255.12
1095,Emelda,Gerler,Female,2,1958-08-29,Project Manager,Health,Mass Customer,No,6.0,59.0,50-59,04 Onsgard Center,2101.0,NSW,Australia,9.0,14,4,4498.339999999999,4,1,4,414,Recent Customer,4,Emelda Gerler,6916.039999999999
1096,Jakie,Mungham,Male,33,1969-11-29,Software Test Engineer I,Health,High Net Worth,No,14.0,48.0,40-49,37 Division Way,2153.0,NSW,Australia,9.0,55,5,2086.85,2,2,2,222,High Risk Customer,8,Jakie Mungham,3865.37
1097,Gwenora,Grabbam,Female,71,1968-01-31,Engineer II,Financial Services,Mass Customer,Yes,18.0,50.0,50-59,9623 Fisk Plaza,2164.0,NSW,Australia,8.0,76,4,666.7899999999998,2,1,1,211,Almost Lost Customer,9,Gwenora Grabbam,4367.8099999999995
1098,Maure,Crow,Female,99,1989-02-01,Administrative Assistant IV,Financial Services,Mass Customer,Yes,12.0,29.0,20-29,9419 Homewood Way,2160.0,NSW,Australia,9.0,8,8,3879.14,4,4,3,443,Very Loyal,2,Maure Crow,7594.29
1099,Jarrett,Maffia,Male,12,1975-01-13,Tax Accountant,Manufacturing,Affluent Customer,Yes,11.0,43.0,40-49,26349 Spaight Junction,2756.0,NSW,Australia,8.0,110,2,183.1999999999999,1,1,1,111,Lost Customer,11,Jarrett Maffia,1248.96
